帘	24
帛	4
帝	19
带	74
席	21
帮	27
帰	2
常	61
帼	1
帽	12
幂	1
幕	21
干	98
平	163
年	420
并	10
幸	44
幻	4
幼	33
幽	4
广	246
庄	23
庆	42
床	15
序	8
库	17
应	50
底	19
店	562
庙	1
府	50
庞	1
废	13
度	56
座	57
庭	35
康	137
廉	4
廊	7
廖	4
廠	1
廣	6
廰	2
廳	1
延	7
建	205
廿	3
开	256
异	2
弃	6
弄	8
式	107
弓	2
引	16
弗	1
弘	21
弟	17
张	52
弥	2
弦	1
弯	11
弱	3
張	2
弹	14
强	85
彌	1
归	16
当	62
录	19
形	66
彤	2
彦	2
彩	91
彪	1
彬	3
彭	3
彰	3
影	90
彻	1
彼	4
往	28
征	6
径	1
待	42
很	13
律	11
徐	11
徒	2
得	77
御	19
循	6
微	108
德	143
徽	1
心	486
必	28
忆	8
忍	5
志	34
忘	12
忙	5
忠	4
忧	3
快	186
念	21
忽	4
怀	13
态	42
怎	3
怕	17
怖	1
思	18
怠	1
怡	29
急	52
怦	1
性	48
怪	4
总	54
恋	13
恐	7
恒	27
恢	7
恤	4
恨	1
恩	20
恪	3
恭	55
息	44
恰	3
恶	1
悉	4
悍	1
悔	3
悟	3
悠	7
患	12
悦	44
您	162
悬	2
悲	2
情	178
惊	24
惑	2
惕	2
惜	10
惟	2
惠	101
惨	2
惩	1
惬	2
惯	5
想	71
惹	1
愁	2
愈	2
愉	4
意	193
愚	2
愛	2
感	35
愧	1
愿	24
慈	8
慌	1
慎	2
慕	16
慢	12
慧	22
慰	1
慶	2
憩	1
憶	1
懂	1
應	1
懒	3
戈	5
戏	19
成	149
我	357
戒	7
或	14
战	24
戟	2
戳	1
戴	7
户	89
房	188
所	111
扁	2
扇	2
手	243
才	31
扎	4
扑	1
扒	5
打	81
扔	5
托	23
扣	32
扦	1
执	21
扩	2
扫	73
扬	18
扯	2
扰	6
扳	1
扶	23
批	53
找	23
承	51
技	115
抄	4
把	26
抑	2
抓	17
投	43
抗	12
折	116
抚	1
抛	5
抢	38
护	119
报	81
披	7
抬	1
抱	9
抵	16
抹	2
押	14
抽	16
担	6
拆	4
拇	2
拉	135
拌	8
拍	23
拎	1
拒	2
拓	8
拔	8
拖	5
拘	1
拙	1
招	151
拜	1
拟	3
拢	1
拥	11
拨	14
择	19
拯	1
拳	8
拼	7
拽	2
拾	6
拿	30
持	26
挂	10
指	40
按	46
挑	13
挖	5
挚	2
挞	2
挡	15
挣	2
挤	2
挥	2
挨	1
挪	1
振	16
捂	2
捍	2
捐	7
捕	1
捞	4
损	11
捡	2
换	57
捧	3
据	13
捷	27
授	10
掉	13
掌	12
掐	2
排	48
掘	1
掠	1
探	1
接	64
控	61
推	121
掩	1
措	2
揉	1
揍	1
描	9
提	117
插	12
揚	1
握	9
揭	6
援	3
揽	1
搏	2
搜	21
搞	2
搬	17
搭	5
携	14
摄	24
摆	3
摇	4
摊	6
摔	1
摘	3
摧	3
摩	30
摸	9
撒	4
撕	7
撞	1
撤	1
播	15
撸	1
撼	5
擀	1
擅	3
操	12
擦	4
攀	25
攝	1
支	85
收	107
改	31
攻	4
放	124
政	103
故	15
效	35
敌	2
敏	9
救	17
教	151
敛	1
敢	16
散	11
敦	1
敬	57
数	76
整	47
文	369
斋	5
斌	1
斐	2
斑	29
斓	10
斗	6
料	68
斜	4
斤	31
断	10
斯	54
新	444
方	157
於	1
施	61
旁	16
旅	102
旋	3
族	57
旖	1
旗	20
无	147
既	8
日	262
旦	8
旧	15
旨	4
早	49
旭	11
旱	2
时	402
旷	1
旺	28
昆	5
昊	2
昌	61
明	307
易	65
昔	1
星	116
映	11
春	126
昭	1
是	192
昵	1
显	6
時	2
晃	1
晋	2
晒	2
晓	9
晚	45
晨	27
普	42
景	64
晰	1
晴	2
晶	31
智	45
暂	9
暑	6
暖	21
暗	3
暨	1
暮	1
暴	2
曦	1
曲	17
更	114
曹	6
曼	10
曾	10
替	2
最	86
會	1
月	229
有	529
朋	27
服	273
朔	1
朕	2
朗	4
望	8
朝	11
期	89
朦	1
木	63
未	36
末	12
本	165
札	1
术	92
朱	8
朴	24
朵	2
机	296
朽	4
杀	14
杂	30
权	18
杆	10
李	29
杏	7
材	58
村	53
杜	7
束	3
条	33
来	180
杨	28
杭	6
杯	22
杰	13
東	2
松	27
板	76
极	29
构	18
枉	1
析	1
枕	2
林	80
枚	1
果	172
枝	16
枢	1
枣	5
枪	17
枫	5
枯	1
架	13
柄	2
柏	9
某	2
柑	2
柒	4
染	10
柔	9
柚	2
柜	45
柠	19
查	40
柯	2
柱	1
柳	7
柴	4
标	69
栈	31
栋	27
栏	26
树	52
栓	31
栖	2
栗	12
校	100
株	3
样	40
核	80
根	18
格	169
栽	3
桂	14
桃	125
框	4
案	11
桌	12
桐	2
桑	5
桔	5
档	14
桥	41
桦	1
桶	10
梁	20
梅	28
梓	4
梦	75
梨	11
梭	1
梯	43
械	16
梳	1
梵	1
检	43
棉	10
棋	30
棒	7
棕	1
棚	9
棠	1
森	23
棵	2
椅	2
植	33
椎	4
椒	13
椰	8
楂	1
楊	1
楚	50
業	3
楼	255
楽	2
概	9
榄	3
榔	1
榕	1
榜	10
榨	8
榭	1
榴	13
槐	11
槛	2
槟	1
槽	1
槿	1
樂	5
樊	1
樓	4
樟	8
模	19
横	1
樱	5
樸	1
橄	3
橋	2
橘	2
橙	3
機	1
橱	10
檀	3
檬	15
欠	3
次	47
欢	280
欣	15
欧	60
欺	2
款	111
歇	2
歉	1
歌	17
歡	10
止	118
正	148
此	75
步	98
武	478
歧	1
歲	2
歸	2
死	18
残	7
殖	3
段	42
殷	1
殿	2
毁	5
毅	3
毋	1
母	15
每	78
毒	9
比	35
毕	1
毛	16
毫	9
毯	6
氏	42
民	281
氓	1
气	77
氛	5
氟	5
氧	11
氨	4
氯	1
氰	3
水	286
永	60
汁	26
求	47
汇	63
汉	427
汕	2
汗	11
江	175
池	22
污	3
汤	54
汨	1
汪	4
汰	1
汽	73
汾	4
沁	3
沂	1
沃	24
沈	5
沉	2
沌	3
沐	7
沔	4
沙	54
沛	3
沟	6
没	30
沥	1
沪	2
沫	2
沱	15
河	43
沸	2
油	66
治	68
沿	4
泄	2
泉	39
泊	14
泌	6
泓	1
法	121
泛	1
泡	17
波	12
泥	4
注	83
泪	3
泰	59
泳	14
泵	1
泷	4
泸	4
泼	1
泽	10
洁	28
洋	37
洒	1
洗	69
洛	7
洞	17
津	5
洪	45
洱	3
洲	26
活	225
派	57
流	53
浆	16
浇	7
测	22
济	25
浏	3
浑	1
浓	19
浙	16
浠	2
浣	3
浥	1
浦	3
浩	5
浪	28
浮	5
浴	39
海	142
涂	6
消	100
涉	1
涌	1
涓	1
涛	9
涝	2
润	21
涨	4
涮	6
涯	4
液	23
涵	5
淀	2
淇	19
淋	25
淑	4
淘	22
淡	8
淤	1
淫	1
淮	1
深	20
淳	1
淵	1
混	3
添	25
清	120
渔	9
渗	1
渝	8
渡	3
渣	2
温	68
港	44
渴	5
游	112
渺	3
湖	269
湘	36
湛	2
湾	27
湿	9
溃	1
溇	1
源	100
溢	2
溪	14
溶	1
溺	1
滁	1
滋	10
滑	28
滕	1
滚	6
满	57
滤	1
滨	9
滩	1
滴	17
漁	2
漂	2
漆	7
漏	6
演	29
漠	3
漢	16
漫	21
潘	7
潜	5
潢	1
潭	3
潮	30
澄	1
澈	1
澜	8
澡	3
澤	1
澳	7
激	18
濛	2
濡	1
濤	1
瀘	1
瀚	2
灌	5
灣	1
火	227
灭	15
灯	32
灰	8
灵	19
灶	6
灸	2
灼	1
灾	8
炉	6
炎	8
炒	73
炖	2
炜	1
炝	1
炫	8
炭	4
炮	4
炸	14
点	225
為	1
炼	3
烂	3
烈	9
烘	8
烟	147
烤	102
烧	75
烨	3
烫	23
热	217
烽	5
焊	9
焕	2
焖	25
焗	3
焙	5
無	2
焦	21
焰	1
然	68
煌	9
煎	6
煞	1
照	95
煨	3
煮	9
煲	15
煸	1
熄	1
熊	15
熙	3
熟	12
熬	2
燃	22
燒	1
燕	22
燥	3
爆	44
爬	18
爯	1
爱	249
爵	6
父	4
爷	5
爸	3
爽	19
片	71
版	14
牌	156
牙	24
牛	148
牟	1
牡	2
牢	3
牧	7
物	204
牵	4
特	249
犀	4
犇	5
犊	1
犯	3
状	13
犹	2
狂	13
狐	21
狗	7
独	35
狭	1
狮	11
狸	1
狼	6
猎	2
猜	3
猪	15
猫	19
献	43
猴	41
率	19
玉	42
王	111
玖	6
玛	25
玥	2
玩	42
玫	8
玮	2
环	97
现	151
玲	4
玻	22
珀	1
珂	1
珈	16
珊	3
珍	28
珞	65
珠	36
班	87
球	59
理	194
琢	1
琥	1
琦	1
琪	9
琬	1
琯	1
琳	3
琴	22
琼	3
瑄	3
瑅	1
瑙	2
瑚	1
瑜	16
瑞	40
瑟	1
瑪	1
瑰	9
璀	3
璃	21
璞	2
璧	1
璨	3
瓜	18
瓦	12
瓯	1
瓶	25
瓷	9
甄	3
甘	4
甚	1
甜	48
生	509
用	274
甩	9
甫	1
田	45
由	71
甲	66
申	15
电	902
男	80
甸	2
町	1
画	35
畅	34
界	110
畏	1
畔	1
留	25
畜	1
略	6
番	2
畴	1
畸	1
疆	3
疏	13
疑	5
疗	46
疤	2
疫	2
疮	2
疯	11
疲	2
疼	2
疾	5
病	17
症	2
痍	1
痒	2
痔	2
痕	7
痘	5
痛	16
痢	1
痣	3
痧	3
痪	1
痰	2
痴	3
痹	3
瘦	3
瘫	1
瘾	2
癌	1
登	37
發	14
白	85
百	206
皂	4
的	642
皆	5
皇	26
皓	2
皖	1
皮	61
皱	1
盆	10
盈	9
益	60
盐	8
监	81
盒	31
盔	7
盖	30
盗	22
盘	27
盛	45
盟	46
監	1
目	56
盱	3
盲	8
直	67
相	64
盼	8
盾	10
省	61
眉	12
看	71
眙	3
眞	1
真	106
眠	2
眼	64
着	20
睛	4
睡	9
督	21
睦	2
睫	9
睿	1
瞅	1
瞎	1
瞧	3
瞪	2
瞬	1
瞰	2
瞳	1
矛	1
知	43
矩	2
矫	2
短	3
矮	1
石	84
矽	2
矿	12
码	105
砂	20
砍	1
研	32
砖	11
破	8
砸	3
砺	1
础	13
硅	4
硒	1
硕	1
硫	1
硬	5
确	10
碁	1
碍	4
碎	2
碑	9
碗	29
碟	3
碧	12
碰	15
碳	6
磁	4
磅	4
磨	19
磷	1
礡	1
示	98
礼	120
社	154
祈	1
祖	14
祛	12
祝	32
神	85
祠	1
祥	84
票	108
祯	2
禁	178
禅	2
福	292
禧	8
禪	1
离	8
禽	3
禾	10
秀	38
私	30
秉	3
秋	23
种	93
科	167
秒	12
秘	11
租	113
秦	7
秧	1
秩	1
秭	1
积	33
称	16
秸	1
移	71
稀	7
稅	1
程	105
稍	1
税	7
稗	1
稞	2
稠	1
稳	7
稻	15
積	1
究	34
空	87
穿	12
突	6
窃	4
窄	1
窖	10
窗	28
窜	1
窝	6
窥	1
立	68
站	110
竞	10
竟	2
章	29
童	86
竭	3
端	16
竹	26
竺	1
笋	2
笑	27
笔	20
笛	5
符	3
第	111
笼	3
等	91
筋	8
筑	39
筒	8
答	9
策	8
筝	2
筹	3
签	12
简	60
箔	1
算	12
管	115
箫	2
箭	2
箱	51
節	3
篆	1
篇	1
篓	2
篝	1
篮	5
篷	9
簡	1
簧	1
籁	2
籍	2
米	135
类	47
籽	4
粉	77
粑	3
粒	11
粗	2
粘	1
粤	6
粥	21
粮	23
粱	3
粹	4
粼	2
粽	1
精	190
糊	2
糍	2
糕	43
糖	31
糙	1
糯	5
系	110
紅	1
素	31
索	15
紧	19
紫	15
累	3
絮	1
統	1
經	2
維	1
線	1
緹	1
縤	1
總	1
繁	7
纠	1
红	200
纤	15
约	59
级	85
纪	31
纬	1
纯	58
纱	14
纳	33
纵	3
纷	3
纸	11
纹	9
纺	8
纽	6
线	180
练	21
组	27
绅	6
细	13
织	11
终	22
绍	2
绎	2
经	116
绑	1
绒	16
结	22
绕	9
绘	22
给	43
络	42
绝	34
统	48
绣	11
继	3
绩	6
绪	2
续	15
绮	2
绳	1
维	129
绵	2
绸	4
综	21
绽	5
绿	69
缆	8
缇	12
缈	1
缓	4
缕	2
编	30
缘	29
缝	9
缠	1
缤	3
缩	7
缭	1
缰	1
缴	7
缸	2
缺	5
罐	21
网	218
罗	15
罚	5
罩	3
罪	3
置	17
羅	2
羊	47
美	582
羞	1
群	47
義	1
羯	1
羲	1
羽	11
翁	4
翅	6
翔	8
翘	1
翠	13
翡	5
翰	9
翳	1
翻	22
翼	5
耀	12
老	193
考	21
者	75
而	25
耍	2
耐	11
耒	10
耕	4
耗	7
耳	15
耶	8
聂	1
聊	17
职	53
联	189
聖	3
聘	77
聚	27
聞	1
聪	3
聯	1
肆	2
肉	109
肌	11
肖	5
肚	6
肛	3
肝	5
肠	29
股	32
肤	31
肥	19
肩	1
肪	7
肯	8
育	122
肴	2
肺	2
肾	7
肿	1
胃	4
胆	3
背	3
胎	10
胖	9
胜	17
胞	3
胡	13
胶	17
胸	9
能	114
脂	8
脆	18
脉	11
脊	2
脏	4
脑	39
脖	19
脚	15
脯	2
脱	4
脸	4
脾	1
腊	11
腐	20
腔	22
腕	1
腩	3
腰	9
腹	2
腻	3
腾	22
腿	9
膀	1
膏	3
膜	25
膳	10
臀	4
臂	1
臣	11
臧	1
臨	12
自	272
臭	4
至	60
致	34
臺	1
臻	8
與	1
興	3
舌	5
舍	21
舒	22
舞	42
舟	2
航	30
般	4
舰	9
舱	1
舶	1
船	14
艇	1
良	39
艰	1
色	169
艳	15
艺	104
艾	14
节	104
芊	1
芋	7
芒	9
芙	8
芝	15
芡	3
芥	1
芦	6
芭	13
芯	17
花	255
芳	6
芹	1
芽	3
苏	84
苑	11
苓	2
苕	2
苗	9
苛	2
苞	5
若	11
苦	30
苯	1
英	53
苹	10
茂	2
范	71
茄	3
茅	3
茉	13
茗	9
茜	3
茨	4
茵	4
茶	210
茸	2
荆	14
草	70
荐	15
荒	3
荔	1
荞	12
荟	5
荡	3
荣	25
荤	1
荧	1
药	92
荷	6
莅	1
莉	14
莊	1
莎	16
莒	1
莓	3
莞	4
莫	24
莱	25
莲	33
莴	1
获	9
莺	1
菀	1
菁	3
菇	5
菊	5
菌	26
菜	198
菠	2
菩	1
華	12
菱	14
菲	14
萃	2
萄	2
萌	13
萍	3
萝	7
营	217
萧	2
萨	11
萬	6
萱	2
落	17
葆	3
葉	1
著	11
葚	1
葛	3
葡	5
董	3
葫	6
葱	3
葵	2
蒂	1
蒋	1
蒙	15
蒜	1
蒲	1
蒸	41
蓄	13
蓉	6
蓝	15
蓬	3
蓮	1
蔓	2
蔚	2
蔡	12
蔬	11
蔷	1
蔻	1
蕉	2
蕊	1
蕙	2
蕟	1
蕲	1
蕴	3
蕾	21
薄	10
薇	7
薈	2
薡	1
薪	9
薯	6
薰	4
薹	1
藍	1
藏	17
藓	3
藕	12
藝	5
藤	3
蘭	3
虎	9
虐	1
處	2
虚	5
號	2
虫	6
虹	19
虽	1
虾	47
蚁	1
蚊	6
蚕	2
蚝	1
蛋	51
蛙	5
蛛	1
蛭	1
蜀	11
蜂	6
蜓	2
蜘	1
蜜	29
蜡	6
蜥	4
蜴	2
蜻	2
蝇	1
蝎	9
蝴	1
蝶	2
融	34
螺	11
蟹	3
血	33
行	491
術	2
衔	3
街	191
衡	5
衣	77
补	20
表	51
衫	5
衬	2
衰	4
袁	20
袋	11
袖	6
袜	4
被	19
袭	6
装	241
裕	4
裙	3
裝	1
裤	8
裱	5
裳	2
裸	1
裹	2
褐	1
襄	2
西	180
要	123
覆	9
见	26
观	59
规	41
觅	1
视	80
览	14
觉	21
角	16
解	27
触	15
言	27
記	12
訪	1
設	1
話	1
誉	7
誓	2
諧	1
諾	1
謝	1
證	1
警	105
计	64
订	89
认	38
讨	3
让	75
训	57
议	28
讯	34
记	89
讲	45
许	21
论	9
讽	1
设	139
访	6
证	144
评	19
识	23
诈	4
诉	20
诊	49
词	2
试	23
诗	7
诚	93
话	494
诞	10
诠	1
询	69
该	9
详	20
语	66
诱	3
说	51
诵	2
请	286
诸	2
诺	14
读	21
课	43
谁	22
调	71
谅	10
谈	2
谊	8
谋	4
谌	2
谎	1
谐	52
谓	1
谕	2
谜	1
谢	51
谣	4
谨	10
谭	1
谱	4
谷	241
豆	68
豉	1
豌	1
象	77
豪	31
豫	3
豹	4
貂	4
貌	7
貝	3
財	20
貴	8
貼	1
賀	4
資	3
賜	2
賢	3
賣	1
賦	1
贝	26
贞	1
负	16
贡	18
财	89
责	42
贤	18
败	7
账	29
货	91
质	114
贩	11
贪	1
贫	2
贬	1
购	137
贯	2
贰	1
贱	1
贴	26
贵	50
贷	34
贸	26
费	192
贺	21
贼	1
赁	11
赃	1
资	125
赈	2
赋	1
赌	1
赏	15
赐	5
赔	4
赖	11
赚	22
赛	17
赞	9
赠	19
赢	6
赣	1
赤	2
走	37
赴	2
赵	10
赶	4
起	109
超	121
越	30
趋	1
趟	2
趣	12
足	70
趴	1
跃	4
跆	2
跌	2
跑	24
距	4
跟	11
跨	6
跪	1
路	298
跳	8
践	16
踊	1
踏	16
踞	1
踢	2
踩	1
踪	3
蹄	9
蹈	10
蹭	4
身	76
躬	1
車	2
軌	1
軍	1
軎	1
載	1
輝	1
车	472
轧	1
轨	1
轩	18
转	62
轭	1
轮	16
软	28
轴	3
轻	30
载	17
较	7
辅	19
辆	29
辈	3
辉	18
辊	1
辋	1
辐	2
输	14
辛	17
辞	2
辣	48
辩	1
辰	5
边	34
辽	3
达	84
迁	7
迅	8
过	69
迈	7
迎	270
运	68
近	20
返	17
还	38
这	58
进	169
远	22
违	20
连	100
迪	37
迭	1
述	1
迷	9
迹	6
追	13
退	13
送	163
适	24
逃	2
逅	2
逆	3
选	62
逊	1
透	9
逐	1
递	9
途	8
逗	6
通	219
逛	7
逝	1
速	51
造	92
逢	3
連	1
進	4
逸	8
逹	1
逻	3
逼	27
逾	2
遂	2
遇	30
運	9
遍	3
道	314
達	2
遗	9
遛	1
遠	2
遣	3
遥	8
遭	2
遮	3
遵	23
避	8
邀	9
邂	2
邑	2
那	15
邦	26
邪	8
邮	65
邯	1
邰	2
邱	5
邸	3
邻	11
郁	6
郊	2
郎	20
郑	4
郡	4
郢	1
部	139
郭	4
郴	45
郸	1
都	97
鄂	58
配	69
酒	352
酚	1
酥	10
酪	1
酬	8
酮	1
酯	2
酱	31
酵	4
酷	10
酸	41
酿	8
醇	10
醉	24
醋	1
醍	1
醒	10
醜	1
醫	1
采	13
释	11
里	148
重	71
野	19
量	127
金	355
釜	1
鉴	9
銀	4
鋪	1
鍋	2
鎖	1
鑫	35
针	4
